,Name,ID Num,Item Slot,Armor,Strength,Agility,Stamina,Crit,Hit,Attack Power,Haste,Armor Pen,Expertise,Defense,Dodge,Parry,Socket Bonus Type,Socket Bonus Amount,Wep Type,Wep Min Damage,Wep Max Damage,Wep Speed,Phase,Heroic
568,Vengeance of the Forsaken,48020,Trinket,0,0,0,0,0,0,0,0,0,83,0,0,0,Stamina,0,Non-Wep,0,0,0,3,True
569,Eitrigg's Oath,48021,Trinket,0,0,0,0,0,0,0,0,0,0,0,126,0,Stamina,0,Non-Wep,0,0,0,3,True
570,Edge of Agony,48023,Two-Hand,0,0,120,103,0,0,206,63,97,0,0,0,0,Armor Penetration Rating,6,Sword,715,"1,074",3.50,3,True
571,Greaves of the Lingering Vortex,48024,Feet,1700,64,0,151,0,47,0,0,0,0,39,77,0,Dodge Rating,6,Non-Wep,0,0,0,3,True
572,Vest of Shifting Shadows,48026,Chest,623,0,126,107,93,0,162,0,67,0,0,0,0,Agility,8,Non-Wep,0,0,0,3,True
573,Band of the Twin Val'kyr,48027,Finger,532,64,0,114,0,0,0,0,0,0,35,39,0,Stamina,6,Non-Wep,0,0,0,3,True
574,Stoneskin Chestplate,48041,Chest,2473,136,0,180,0,0,0,0,0,0,71,61,63,Stamina,9,Non-Wep,0,0,0,3,True
575,Frostblade Hatchet,48043,One-Hand,0,0,50,44,43,0,89,24,0,0,0,0,0,Agility,4,Axe,357,665,2.60,3,True
576,Ardent Guard,48044,One-Hand,522,58,0,76,0,0,0,0,0,0,31,14,0,Dodge Rating,4,Sword,206,384,1.50,3,True
577,Pauldrons of the Shadow Hunter,48046,Shoulder,1038,0,101,89,53,0,128,41,0,0,0,0,0,Critical Strike Rating,6,Non-Wep,0,0,0,3,True
578,Legplates of the Redeemed Blood Knight,48047,Legs,2164,139,0,143,65,0,0,0,101,0,0,0,0,Critical Strike Rating,6,Non-Wep,0,0,0,3,True
579,Forsaken Bonecarver,48048,One-Hand,0,0,58,51,24,0,67,0,43,0,0,0,0,Attack Power,8,Sword,206,384,1.50,3,True
580,Shoulderpads of the Snow Bandit,48049,Shoulder,467,0,91,79,52,0,132,69,0,0,0,0,0,Haste Rating,6,Non-Wep,0,0,0,3,True
581,Blackhorn Bludgeon,48050,One-Hand,0,0,54,44,40,0,70,35,0,0,0,0,0,Agility,4,Mace,357,665,2.60,3,True
582,Anguish,48056,Two-Hand,0,0,118,155,0,0,125,63,97,0,0,0,0,Armor Penetration Rating,6,Polearm,715,"1,074",3.50,3,True
583,Thassarian's Helmet of Conquest,48472,Head,1925,113,0,137,72,0,0,0,0,64,0,0,0,Strength,8,Non-Wep,0,0,0,3,False
584,Thassarian's Battleplate of Conquest,48474,Chest,2369,121,0,137,72,0,0,72,0,0,0,0,0,Strength,6,Non-Wep,0,0,0,3,False
585,Thassarian's Legplates of Conquest,48476,Legs,2073,121,0,137,72,0,0,0,72,0,0,0,0,Strength,6,Non-Wep,0,0,0,3,False
586,Thassarian's Shoulderplates of Conquest,48478,Shoulder,1777,94,0,102,60,52,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,False
587,Thassarian's Gauntlets of Conquest,48480,Hands,1480,94,0,102,60,52,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,False
588,Thassarian's Battleplate of Triumph,48481,Chest,2473,139,0,155,82,0,0,82,0,0,0,0,0,Strength,6,Non-Wep,0,0,0,3,False
589,Thassarian's Gauntlets of Triumph,48482,Hands,1545,107,0,115,67,59,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,False
590,Thassarian's Helmet of Triumph,48483,Head,2009,131,0,155,82,0,0,0,0,74,0,0,0,Strength,8,Non-Wep,0,0,0,3,False
591,Thassarian's Legplates of Triumph,48484,Legs,2164,139,0,155,82,0,0,0,82,0,0,0,0,Strength,6,Non-Wep,0,0,0,3,False
592,Thassarian's Shoulderplates of Triumph,48485,Shoulder,1854,107,0,115,67,59,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,False
593,Thassarian's Shoulderplates of Triumph,48486,Shoulder,1941,122,0,130,76,68,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,True
594,Thassarian's Legplates of Triumph,48487,Legs,2264,158,0,174,94,0,0,0,94,0,0,0,0,Strength,6,Non-Wep,0,0,0,3,True
595,Thassarian's Helmet of Triumph,48488,Head,2102,150,0,174,94,0,0,0,0,86,0,0,0,Strength,8,Non-Wep,0,0,0,3,True
596,Thassarian's Gauntlets of Triumph,48489,Hands,1617,122,0,130,76,68,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,True
597,Thassarian's Battleplate of Triumph,48490,Chest,2588,158,0,174,94,0,0,94,0,0,0,0,0,Strength,6,Non-Wep,0,0,0,3,True
598,Koltira's Battleplate of Triumph,48491,Chest,2588,158,0,174,94,0,0,94,0,0,0,0,0,Strength,6,Non-Wep,0,0,0,3,True
599,Koltira's Gauntlets of Triumph,48492,Hands,1617,122,0,130,76,68,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,True
600,Koltira's Helmet of Triumph,48493,Head,2102,150,0,174,94,0,0,0,0,86,0,0,0,Strength,8,Non-Wep,0,0,0,3,True
601,Koltira's Legplates of Triumph,48494,Legs,2264,158,0,174,94,0,0,0,94,0,0,0,0,Strength,6,Non-Wep,0,0,0,3,True
602,Koltira's Shoulderplates of Triumph,48495,Shoulder,1941,122,0,130,76,68,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,True
603,Koltira's Shoulderplates of Triumph,48496,Shoulder,1854,107,0,115,67,59,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,False
604,Koltira's Legplates of Triumph,48497,Legs,2164,139,0,155,82,0,0,0,82,0,0,0,0,Strength,6,Non-Wep,0,0,0,3,False
605,Koltira's Helmet of Triumph,48498,Head,2009,131,0,155,82,0,0,0,0,74,0,0,0,Strength,8,Non-Wep,0,0,0,3,False
606,Koltira's Gauntlets of Triumph,48499,Hands,1545,107,0,115,67,59,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,False
607,Koltira's Battleplate of Triumph,48500,Chest,2473,139,0,155,82,0,0,82,0,0,0,0,0,Strength,6,Non-Wep,0,0,0,3,False
608,Koltira's Battleplate of Conquest,48501,Chest,2369,121,0,137,72,0,0,72,0,0,0,0,0,Strength,6,Non-Wep,0,0,0,3,False
609,Koltira's Gauntlets of Conquest,48502,Hands,1480,94,0,102,60,52,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,False
610,Koltira's Helmet of Conquest,48503,Head,1925,113,0,137,72,0,0,0,0,64,0,0,0,Strength,8,Non-Wep,0,0,0,3,False
611,Koltira's Legplates of Conquest,48504,Legs,2073,121,0,137,72,0,0,0,72,0,0,0,0,Strength,6,Non-Wep,0,0,0,3,False
612,Koltira's Shoulderplates of Conquest,48505,Shoulder,1777,94,0,102,60,52,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,False
613,Thassarian's Faceguard of Conquest,48529,Head,1925,92,0,145,0,45,0,0,0,0,72,80,0,Stamina,12,Non-Wep,0,0,0,3,False
614,Thassarian's Chestguard of Conquest,48531,Chest,2369,92,0,157,0,0,0,0,0,0,63,53,57,Stamina,9,Non-Wep,0,0,0,3,False
615,Thassarian's Legguards of Conquest,48533,Legs,2073,92,0,157,0,0,0,0,0,0,57,63,53,Stamina,9,Non-Wep,0,0,0,3,False
616,Thassarian's Pauldrons of Conquest,48535,Shoulder,1777,68,0,122,0,37,0,0,0,0,60,0,60,Stamina,6,Non-Wep,0,0,0,3,False
617,Thassarian's Handguards of Conquest,48537,Hands,1480,89,0,122,0,0,0,0,0,0,47,47,39,Stamina,6,Non-Wep,0,0,0,3,False
618,Thassarian's Chestguard of Triumph,48538,Chest,2473,103,0,180,0,0,0,0,0,0,71,61,65,Stamina,9,Non-Wep,0,0,0,3,False
619,Thassarian's Handguards of Triumph,48539,Hands,1545,101,0,139,0,0,0,0,0,0,53,53,45,Stamina,6,Non-Wep,0,0,0,3,False
620,Thassarian's Faceguard of Triumph,48540,Head,2009,103,0,168,0,53,0,0,0,0,82,90,0,Stamina,12,Non-Wep,0,0,0,3,False
621,Thassarian's Legguards of Triumph,48541,Legs,2164,103,0,180,0,0,0,0,0,0,65,71,61,Stamina,9,Non-Wep,0,0,0,3,False
622,Thassarian's Pauldrons of Triumph,48542,Shoulder,1854,77,0,139,0,43,0,0,0,0,67,0,67,Stamina,6,Non-Wep,0,0,0,3,False
623,Thassarian's Pauldrons of Triumph,48543,Shoulder,1941,86,0,158,0,50,0,0,0,0,76,0,76,Stamina,6,Non-Wep,0,0,0,3,True
624,Thassarian's Legguards of Triumph,48544,Legs,2264,116,0,206,0,0,0,0,0,0,74,80,70,Stamina,9,Non-Wep,0,0,0,3,True
625,Thassarian's Faceguard of Triumph,48545,Head,2102,116,0,194,0,62,0,0,0,0,94,102,0,Stamina,12,Non-Wep,0,0,0,3,True
626,Thassarian's Handguards of Triumph,48546,Hands,1617,114,0,158,0,0,0,0,0,0,60,60,52,Stamina,6,Non-Wep,0,0,0,3,True
627,Thassarian's Chestguard of Triumph,48547,Chest,2588,116,0,206,0,0,0,0,0,0,80,70,74,Stamina,9,Non-Wep,0,0,0,3,True
628,Koltira's Chestguard of Triumph,48548,Chest,2588,116,0,206,0,0,0,0,0,0,80,70,74,Stamina,9,Non-Wep,0,0,0,3,True
629,Koltira's Handguards of Triumph,48549,Hands,1617,114,0,158,0,0,0,0,0,0,60,60,52,Stamina,6,Non-Wep,0,0,0,3,True
630,Koltira's Faceguard of Triumph,48550,Head,2102,116,0,194,0,62,0,0,0,0,94,102,0,Stamina,12,Non-Wep,0,0,0,3,True
631,Koltira's Legguards of Triumph,48551,Legs,2264,116,0,206,0,0,0,0,0,0,74,80,70,Stamina,9,Non-Wep,0,0,0,3,True
632,Koltira's Pauldrons of Triumph,48552,Shoulder,1941,86,0,158,0,50,0,0,0,0,76,0,76,Stamina,6,Non-Wep,0,0,0,3,True
633,Koltira's Pauldrons of Triumph,48553,Shoulder,1854,77,0,139,0,43,0,0,0,0,67,0,67,Stamina,6,Non-Wep,0,0,0,3,False
634,Koltira's Legguards of Triumph,48554,Legs,2164,103,0,180,0,0,0,0,0,0,65,71,61,Stamina,9,Non-Wep,0,0,0,3,False
635,Koltira's Faceguard of Triumph,48555,Head,2009,103,0,168,0,53,0,0,0,0,82,90,0,Stamina,12,Non-Wep,0,0,0,3,False
636,Koltira's Handguards of Triumph,48556,Hands,1545,101,0,139,0,0,0,0,0,0,53,53,45,Stamina,6,Non-Wep,0,0,0,3,False
637,Koltira's Chestguard of Triumph,48557,Chest,2473,103,0,180,0,0,0,0,0,0,71,61,65,Stamina,9,Non-Wep,0,0,0,3,False
638,Koltira's Chestguard of Conquest,48558,Chest,2369,92,0,157,0,0,0,0,0,0,63,53,57,Stamina,9,Non-Wep,0,0,0,3,False
639,Koltira's Handguards of Conquest,48559,Hands,1480,89,0,122,0,0,0,0,0,0,47,47,39,Stamina,6,Non-Wep,0,0,0,3,False
640,Koltira's Faceguard of Conquest,48560,Head,1925,92,0,145,0,45,0,0,0,0,72,80,0,Stamina,12,Non-Wep,0,0,0,3,False
641,Koltira's Legguards of Conquest,48561,Legs,2073,92,0,157,0,0,0,0,0,0,57,63,53,Stamina,9,Non-Wep,0,0,0,3,False
642,Koltira's Pauldrons of Conquest,48562,Shoulder,1777,68,0,122,0,37,0,0,0,0,60,0,60,Stamina,6,Non-Wep,0,0,0,3,False
643,Cloak of Serrated Blades,48668,Back,173,0,85,85,57,0,98,0,49,0,0,0,0,Attack Power,8,Non-Wep,0,0,0,3,True
644,Cloak of the Triumphant Combatant,48669,Back,173,89,0,97,57,49,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,True
645,Cloak of the Unflinching Guardian,48670,Back,173,85,0,116,0,0,0,0,0,0,45,37,45,Stamina,6,Non-Wep,0,0,0,3,True
646,Cloak of the Silver Covenant,48673,Back,173,0,85,85,57,0,98,0,49,0,0,0,0,Attack Power,8,Non-Wep,0,0,0,3,True
647,Cloak of the Victorious Combatant,48674,Back,173,89,0,97,57,49,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,True
648,Cloak of the Unmoving Guardian,48675,Back,173,85,0,116,0,0,0,0,0,0,45,37,45,Stamina,6,Non-Wep,0,0,0,3,True
649,Heartsmasher,48693,Main Hand,0,0,0,38,36,0,0,54,0,0,0,0,0,Spell Power,5,Mace,81,259,1.50,3,True
650,"Mor'kosh, the Bloodreaver",48695,Two-Hand,0,147,0,155,85,70,0,0,0,0,0,0,0,Strength,6,Axe,736,"1,105",3.60,3,True
651,Blood and Glory,48699,One-Hand,0,58,0,76,0,0,0,0,0,0,32,29,23,Dodge Rating,4,Mace,220,409,1.60,3,True
652,The Facebreaker,48703,Main Hand,0,0,58,44,39,0,73,0,31,0,0,0,0,Agility,4,Fist Weapon,409,614,2.60,3,True
653,The Spinebreaker,48712,Main Hand,0,0,58,44,39,0,73,0,31,0,0,0,0,Agility,4,Fist Weapon,409,614,2.60,3,True
654,Lothar's Edge,48713,Two-Hand,0,147,0,155,85,70,0,0,0,0,0,0,0,Strength,6,Axe,736,"1,105",3.60,3,True
655,Honor of the Fallen,48714,One-Hand,0,58,0,76,0,0,0,0,0,0,32,29,23,Dodge Rating,4,Mace,220,409,1.60,3,True
656,Shard of the Crystal Heart,48722,Trinket,0,0,0,0,0,128,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
657,Singed Vis'kag the Bloodletter,49296,One-Hand,0,0,0,0,0,0,0,0,0,0,0,0,0,Stamina,0,Sword,325,605,2.60,3,False
658,Empowered Deathbringer,49297,One-Hand,0,0,0,0,0,0,0,0,0,0,0,0,0,Stamina,0,Axe,338,628,2.70,3,False
659,Keen Obsidian Edged Blade,49299,Two-Hand,0,129,0,159,61,0,0,0,0,92,0,0,0,Stamina,0,Sword,651,977,3.50,3,False
660,Reclaimed Thunderstrike,49301,Two-Hand,0,0,78,157,0,0,167,55,0,62,0,0,0,Stamina,0,Polearm,577,866,3.10,5,False
661,Reclaimed Shadowstrike,49302,Two-Hand,0,0,104,112,64,0,136,0,78,0,0,0,0,Stamina,0,Polearm,577,866,3.10,3,False
662,Gleaming Quel'Serrar,49303,One-Hand,0,0,0,65,0,0,0,0,0,0,0,0,0,Stamina,0,Sword,250,465,2.00,3,False
663,Eskhandar's Choker,49306,Neck,0,51,0,100,0,0,0,0,0,34,45,45,0,Stamina,0,Non-Wep,0,0,0,3,False
664,Runed Ring of Binding,49309,Finger,700,0,0,100,0,0,0,0,0,0,50,0,0,Stamina,0,Non-Wep,0,0,0,3,False
665,Frostforged Ringhelm,49332,Head,1925,83,0,154,0,59,0,0,0,0,70,0,77,Stamina,12,Non-Wep,0,0,0,3,False
666,Frostforged Helmet,49333,Head,1925,127,0,107,0,73,0,0,62,0,0,0,0,Strength,8,Non-Wep,0,0,0,3,False
667,Purified Shard of the Flame,49463,Trinket,0,0,0,0,0,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
668,Shiny Shard of the Flame,49464,Trinket,0,0,0,0,0,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
669,Frostforged Helm,49466,Head,2009,143,0,125,0,82,0,0,76,0,0,0,0,Strength,8,Non-Wep,0,0,0,3,False
670,Frostforged Greathelm,49467,Head,2009,95,0,177,0,67,0,0,0,0,80,0,87,Stamina,12,Non-Wep,0,0,0,3,False
671,Sparkling Onyxia Tooth Pendant,49485,Neck,0,0,76,58,52,48,96,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
672,Purified Onyxia Blood Talisman,49487,Trinket,0,0,0,0,0,0,0,0,0,0,69,0,108,Stamina,0,Non-Wep,0,0,0,3,False
673,Signified Ring of Binding,49489,Finger,800,0,0,115,0,0,0,0,0,0,55,0,0,Stamina,0,Non-Wep,0,0,0,3,False
674,Eskhandar's Links,49492,Neck,0,58,0,114,0,0,0,0,0,38,50,50,0,Stamina,0,Non-Wep,0,0,0,3,False
675,Burnished Quel'Serrar,49495,One-Hand,0,0,0,74,0,0,0,0,0,0,0,0,0,Stamina,0,Sword,275,511,2.00,3,False
676,Reinforced Shadowstrike,49496,Two-Hand,0,0,120,126,73,0,157,0,89,0,0,0,0,Stamina,0,Polearm,634,951,3.10,3,False
677,Reinforced Thunderstrike,49497,Two-Hand,0,0,89,180,0,0,190,63,0,71,0,0,0,Stamina,0,Polearm,634,951,3.10,3,False
678,Sharpened Obsidian Edged Blade,49498,Two-Hand,0,146,0,179,69,0,0,0,0,103,0,0,0,Stamina,0,Sword,715,"1,074",3.50,3,False
679,Raging Deathbringer,49500,One-Hand,0,0,0,0,0,0,0,0,0,0,0,0,0,Stamina,0,Axe,371,690,2.70,3,False
680,Tempered Vis'kag the Bloodletter,49501,One-Hand,0,0,0,0,0,0,0,0,0,0,0,0,0,Stamina,0,Sword,357,665,2.60,3,False
681,Shadowmourne,49623,Two-Hand,0,223,0,198,114,0,0,0,114,0,0,0,0,Strength,8,Axe,954,"1,592",3.70,4,False
682,Shadow's Edge,49888,Two-Hand,0,185,0,185,92,0,0,0,92,0,0,0,0,Strength,6,Axe,872,"1,309",3.70,4,False
683,Footpads of Impending Death,49895,Feet,457,0,120,120,80,0,129,0,0,64,0,0,0,Agility,6,Non-Wep,0,0,0,4,False
684,Rock-Steady Treads,49897,Feet,1016,0,120,95,80,0,129,0,47,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,False
685,Bladeborn Leggings,49899,Legs,582,0,162,162,92,0,168,0,100,0,0,0,0,Agility,8,Non-Wep,0,0,0,4,False
686,Draconic Bonesplinter Legguards,49901,Legs,1293,0,138,128,92,0,216,0,77,0,0,0,0,Agility,8,Non-Wep,0,0,0,4,False
687,Legplates of Painful Death,49903,Legs,2310,161,0,185,100,0,0,0,92,0,0,0,0,Strength,8,Non-Wep,0,0,0,4,False
688,Pillars of Might,49904,Legs,3500,162,0,207,0,0,0,0,0,0,0,69,77,Stamina,12,Non-Wep,0,0,0,4,False
689,Hellfrozen Bonegrinders,49906,Feet,1815,121,0,137,64,0,0,0,80,0,0,0,0,Strength,6,Non-Wep,0,0,0,4,False
690,Boots of Kingly Upheaval,49907,Feet,1815,92,0,157,0,53,0,0,0,0,0,72,72,Stamina,9,Non-Wep,0,0,0,4,False
691,Cryptmaker,49919,Two-Hand,0,169,0,185,0,95,0,0,100,0,0,0,0,Strength,6,Mace,848,"1,273",3.60,4,False
692,Band of the Bone Colossus,49949,Finger,0,0,90,90,0,54,105,57,0,0,0,0,0,Agility,4,Non-Wep,0,0,0,4,False
693,Frostbitten Fur Boots,49950,Feet,457,0,104,120,80,0,161,0,64,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,False
694,Gendarme's Cuirass,49951,Chest,2641,161,0,185,100,92,0,0,0,0,0,0,0,Strength,8,Non-Wep,0,0,0,4,False
695,Snowserpent Mail Helm,49952,Head,1200,0,146,128,100,69,200,0,0,0,0,0,0,Agility,8,Non-Wep,0,0,0,4,False
696,Bracers of Dark Reckoning,49960,Wrist,1155,90,0,124,0,0,0,0,0,0,48,48,40,Stamina,6,Non-Wep,0,0,0,4,False
697,Legguards of Lost Hope,49964,Legs,2310,123,0,207,0,74,0,0,0,0,92,108,0,Stamina,12,Non-Wep,0,0,0,4,False
698,Blood-Soaked Saronite Stompers,49983,Feet,1815,129,0,137,80,0,0,0,72,0,0,0,0,Strength,6,Non-Wep,0,0,0,4,False
699,Juggernaut Band,49985,Finger,0,90,0,124,0,0,0,0,0,0,42,43,48,Stamina,6,Non-Wep,0,0,0,4,False
700,Broken Ram Skull Helm,49986,Head,2145,123,0,207,0,74,0,0,0,0,108,92,0,Stamina,12,Non-Wep,0,0,0,4,False
701,Cultist's Bloodsoaked Spaulders,49987,Shoulder,499,0,112,120,80,0,145,64,0,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,False
702,Leggings of Northern Lights,49988,Legs,1293,0,146,128,92,0,200,0,77,0,0,0,0,Agility,8,Non-Wep,0,0,0,4,False
703,Ahn'kahar Onyx Neckguard,49989,Neck,0,95,0,103,60,52,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,4,False
704,"Mithrios, Bronzebeard's Legacy",49997,One-Hand,0,56,0,111,0,0,0,0,0,38,49,0,49,Stamina,0,Mace,267,498,1.60,4,False
705,Shadowvault Slayer's Cloak,49998,Back,177,0,90,90,52,0,105,60,0,0,0,0,0,Agility,4,Non-Wep,0,0,0,4,False
706,Skeleton Lord's Circle,49999,Finger,0,95,0,103,60,0,0,0,0,52,0,0,0,Strength,4,Non-Wep,0,0,0,4,False
707,Scourge Hunter's Vambraces,50000,Wrist,646,0,90,71,60,0,105,0,40,0,0,0,0,Agility,4,Non-Wep,0,0,0,4,False
708,Ikfirus's Sack of Wonder,50001,Chest,665,0,146,162,0,100,200,0,0,92,0,0,0,Agility,8,Non-Wep,0,0,0,4,False
709,Polar Bear Claw Bracers,50002,Wrist,1155,95,0,103,60,52,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,4,False
710,Boneguard Commander's Pauldrons,50003,Shoulder,1980,120,0,157,0,0,0,0,0,0,63,55,55,Stamina,9,Non-Wep,0,0,0,4,False
711,"Havoc's Call, Blade of Lordaeron Kings",50012,One-Hand,0,0,74,74,49,0,99,49,0,0,0,0,0,Stamina,0,Axe,435,809,2.60,4,False
712,Winding Sheet,50019,Back,177,95,0,103,60,0,0,52,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,4,False
713,Raging Behemoth's Shoulderplates,50020,Shoulder,1980,121,0,137,80,64,0,0,0,0,0,0,0,Strength,6,Non-Wep,0,0,0,4,False
714,Aldriana's Gloves of Secrecy,50021,Hands,416,0,112,120,0,0,145,64,80,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,False
715,Dual-Bladed Pauldrons,50022,Shoulder,1108,0,112,95,80,0,145,47,0,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,False
716,Bile-Encrusted Medallion,50023,Neck,672,90,0,124,0,0,0,0,0,0,48,40,0,Stamina,6,Non-Wep,0,0,0,4,False
717,Blightborne Warplate,50024,Chest,2641,123,0,207,0,58,0,0,0,0,108,108,0,Stamina,12,Non-Wep,0,0,0,4,False
718,Seal of Many Mouths,50025,Finger,0,0,90,90,60,0,105,0,0,52,0,0,0,Agility,4,Non-Wep,0,0,0,4,False
719,Black Bruise,50035,Main Hand,0,0,0,69,0,0,93,0,0,0,0,0,0,Stamina,0,Fist Weapon,471,707,2.60,4,False
720,Belt of Broken Bones,50036,Waist,1485,120,0,157,0,0,0,0,0,0,55,55,63,Stamina,9,Non-Wep,0,0,0,4,False
721,Fleshrending Gauntlets,50037,Hands,1650,121,0,137,80,0,0,64,0,0,0,0,0,Strength,6,Non-Wep,0,0,0,4,False
722,Carapace of Forgotten Kings,50038,Chest,1477,0,154,128,100,69,184,0,0,0,0,0,0,Agility,8,Non-Wep,0,0,0,4,False
723,Gangrenous Leggings,50042,Legs,582,0,146,162,108,84,200,0,0,0,0,0,0,Agility,8,Non-Wep,0,0,0,4,False
724,Astrylian's Sutured Cinch,50067,Waist,374,0,104,120,80,0,161,0,64,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,False
725,"Glorenzelg, High-Blade of the Silver Hand",50070,Two-Hand,0,181,0,197,115,0,0,0,0,99,0,0,0,Strength,6,Sword,895,"1,344",3.60,4,False
726,Treads of the Wasteland,50071,Feet,1016,0,112,95,80,47,145,0,0,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,False
727,Landsoul's Horned Greathelm,50072,Head,2145,161,0,185,100,92,0,0,0,0,0,0,0,Strength,8,Non-Wep,0,0,0,4,False
728,Geistlord's Punishment Sack,50073,Head,540,0,138,162,108,84,216,0,0,0,0,0,0,Agility,8,Non-Wep,0,0,0,4,False
729,Royal Crimson Cloak,50074,Back,177,69,0,124,0,38,0,0,0,0,60,60,0,Stamina,6,Non-Wep,0,0,0,4,False
730,Taldaram's Plated Fists,50075,Hands,1650,120,0,157,0,0,0,0,0,0,63,47,63,Stamina,9,Non-Wep,0,0,0,4,False
731,Scourgelord Battleplate,50094,Chest,2526,148,0,164,96,0,0,0,80,0,0,0,0,Strength,6,Non-Wep,0,0,0,4,False
732,Scourgelord Gauntlets,50095,Hands,1579,114,0,122,71,63,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,4,False
733,Scourgelord Helmet,50096,Head,2052,140,0,164,88,0,0,0,80,0,0,0,0,Strength,8,Non-Wep,0,0,0,4,False
734,Scourgelord Legplates,50097,Legs,2210,148,0,164,96,0,0,0,0,80,0,0,0,Strength,6,Non-Wep,0,0,0,4,False
735,Scourgelord Shoulderplates,50098,Shoulder,1894,114,0,122,71,0,0,0,63,0,0,0,0,Strength,4,Non-Wep,0,0,0,4,False
736,Bloodfall,50178,Two-Hand,0,0,162,162,108,0,184,92,0,0,0,0,0,Attack Power,12,Polearm,801,"1,203",3.40,4,False
737,Last Word,50179,One-Hand,0,0,0,104,0,0,0,0,0,0,0,0,0,Stamina,0,Mace,285,531,1.80,4,False
738,Lana'thel\'s Chain of Flagellation,50180,Neck,0,95,0,103,0,0,0,0,65,45,0,0,0,Strength,4,Non-Wep,0,0,0,4,False
739,Keleseth's Seducer,50184,Off Hand,0,0,69,69,0,46,93,46,0,0,0,0,0,Stamina,0,Fist Weapon,412,766,2.60,4,False
740,Devium's Eternally Cold Ring,50185,Finger,672,90,0,124,0,0,0,0,0,0,48,40,0,Stamina,6,Non-Wep,0,0,0,4,False
741,Frostbrood Sapphire Ring,50186,Finger,0,0,90,90,52,0,105,0,60,0,0,0,0,Agility,4,Non-Wep,0,0,0,4,False
742,Coldwraith Links,50187,Waist,1485,121,0,137,75,0,0,0,68,0,0,0,0,Strength,6,Non-Wep,0,0,0,4,False
743,Anub'ar Stalker\'s Gloves,50188,Hands,923,0,112,95,80,0,129,55,0,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,False
744,Grinning Skull Greatboots,50190,Feet,1815,92,0,157,0,0,0,0,0,53,80,72,0,Stamina,9,Non-Wep,0,0,0,4,False
745,Scourge Reaver's Legplates,50192,Legs,2310,161,0,185,108,0,0,84,0,0,0,0,0,Strength,8,Non-Wep,0,0,0,4,False
746,Noose of Malachite,50195,Neck,0,69,0,124,0,46,0,0,0,0,60,52,0,Stamina,6,Non-Wep,0,0,0,4,False
747,Toskk's Maximized Wristguards,50333,Wrist,291,0,90,90,52,0,105,0,60,0,0,0,0,Agility,4,Non-Wep,0,0,0,4,False
748,Unidentifiable Organ,50341,Trinket,1890,0,0,0,0,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,4,False
749,Whispering Fanged Skull,50342,Trinket,0,0,0,0,131,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,4,False
750,Whispering Fanged Skull,50343,Trinket,0,0,0,0,148,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,4,True
751,Unidentifiable Organ,50344,Trinket,2128,0,0,0,0,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,4,True
752,Corpse Tongue Coin,50349,Trinket,0,0,0,0,0,0,0,0,0,0,0,172,0,Stamina,0,Non-Wep,0,0,0,4,True
753,Tiny Abomination in a Jar,50351,Trinket,0,0,0,0,0,85,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,4,False
754,Corpse Tongue Coin,50352,Trinket,0,0,0,0,0,0,0,0,0,0,0,152,0,Stamina,0,Non-Wep,0,0,0,4,False
